Kanji,Meaning,Radicals,Sound
浪費,waste,Wander + Expense,ろうひ
過去,the past,Surpass + Past,かこ
過ぎる,to pass through,Surpass,す
過ごす,to spend (time),Surpass,す
過程,process,Surpass + Extent,かてい
過剰,excess,Surpass + Surplus,かじょう
過ぎ,past,Surpass,す
過酷,severe,Surpass + Cruel,かこく
過敏,nervousness,Surpass + Alert,かびん
過疎,underpopulation,Surpass + Neglect,かそ
過去形,past tense,Surpass + Past + Shape,かこけい
示す,to (take out and) show,Indicate,しめ
掲示,notice,Display + Indicate,けいじ
指示,indication,Finger + Indicate,しじ
掲示板,bulletin board,Display + Indicate + Board,けいじばん
展示会,exhibition,Expand + Indicate + Meet,てんじかい
示唆,suggestion,Indicate + Instigate,しさ
啓示,(divine) revelation,Enlighten + Indicate,けいじ
公示,public announcement,Public + Indicate,こうじ
大勢,crowd of people,Big + Force,おおぜい
姿勢,posture,Figure + Force,しせい
勢い,force,Force,いきお
勢力,influence,Force + Power,せいりょく
弾む,to spring,Bullet,はず
位置,place,Rank + Put,いち
置く,to put,Put,お
装置,equipment,Attire + Put,そうち
処置,measure,Deal With + Put,しょち
措置,measure,Set Aside + Put,そち
拘置,detention,Arrest + Put,こうち
反応,reaction,Anti + Respond,はんのう
応じる,to respond,Respond,おう
一応,more or less,One + Respond,いちおう
応援,aid,Respond + Aid,おうえん
応募,application,Respond + Recruit,おうぼ
対応,correspondence (to),Versus + Respond,たいおう
答え,answer,Answer,こた
応酬,"exchange (of words, views, punches, cups, etc.)",Respond + Repay,おうしゅう
政策,political measures,Politics + Plan,せいさく
作戦,tactics,Make + War,さくせん
対策,measure,Versus + Plan,たいさく
年賀状,New Year's card,Year + Congratulations + Condition,ねんがじょう
態度,attitude,Appearance + Degrees,たいど
状態,state,Condition + Appearance,じょうたい
態と,on purpose,Appearance,わざ
失態,blunder,Fault + Appearance,しったい
変態,transformation,Change + Appearance,へんたい
副詞,adverb,Vice + Part Of Speech,ふくし
添える,to garnish,Append,そ
副業,side job,Vice + Business,ふくぎょう
副大統領,vice president (of a country),Vice + Big + Unite + Territory,ふくだいとうりょう
副題,subtitle,Vice + Topic,ふくだい
値段,price,Value + Steps,ねだん
価値,value,Value + Value,かち
価値観,sense of values,Value + Value + View,かちかん
高値,high price,Tall + Value,たかね
貨幣価値,currency value,Freight + Cash + Value + Value,かへいかち
値札,price tag,Value + Bill,ねふだ
安値,low price,Relax + Value,やすね
卸値,wholesale price,Wholesale + Value,おろしね
案内,guidance,Plan + Inside,あんない
提案,proposal,Present + Plan,ていあん
案外,unexpectedly,Plan + Outside,あんがい
吸収,absorption,Suck + Obtain,きゅうしゅう
吸う,to smoke,Suck,す
吸血鬼,vampire,Suck + Blood + Demon,きゅうけつき
吸い殻,cigarette end,Suck + Husk,すがら
営業,business,Manage + Business,えいぎょう
営む,to run (a business),Manage,いとな
陣営,"camp (supporters of a doctrine, party, etc.)",Army Base + Manage,じんえい
市営,"(under) municipal management (transport, housing, etc.)",City + Manage,しえい
県営,(under) prefectural management,Prefecture + Manage,けんえい
公営,public management,Public + Manage,こうえい
私営,privately operated,I + Manage,しえい
観客,spectator,View + Guest,かんきゃく
観光,sightseeing,View + Sunlight,かんこう
見る,to see,See,み
見せる,to show,See,み
観念,idea,View + Thought,かんねん
観測,observation,View + Measure,かんそく
外観,outward appearance,Outside + View,がいかん
主観,subjectivity,Master + View,しゅかん
価値観,sense of values,Value + Value + View,かちかん
景観,scenery,Scene + View,けいかん
傍観,looking on,Nearby + View,ぼうかん
主観的,subjective,Master + View + Target,しゅかんてき
観光客,tourist,View + Sunlight + Guest,かんこうきゃく
観覧,viewing,View + Look At,かんらん
大統領,president (of a country),Big + Unite + Territory,だいとうりょう
領土,territory,Territory + Dirt,りょうど
領域,territory,Territory + Region,りょういき
了解,comprehension,Finish + Untie,りょうかい
領収書,formal receipt (of payment,Territory + Obtain + Write,りょうしゅうしょ
副大統領,vice president (of a country),Vice + Big + Unite + Territory,ふくだいとうりょう
受領書,receipt (for delivery),Accept + Territory + Write,じゅりょうしょ
昼寝,(afternoon) nap,Noon + Lie Down,ひるね
寝る,to sleep (lying down),Lie Down,ね
寝坊,sleeping in late,Lie Down + Monk,ねぼう
朝寝坊,sleeping late in the morning,Morning + Lie Down + Monk,あさねぼう
寝床,bed,Lie Down + Floor,ねどこ
寝不足,lack of sleep,Lie Down + Not + Foot,ねぶそく
姿勢,posture,Figure + Force,しせい
各自,each (person),Each + Self,かくじ
各地,each place,Each + Earth,かくち
其れ其れ,each,,そぞ
各駅停車,train that stops at every station,Each + Station + Halt + Car,かくえきていしゃ
誕生日,birthday,Birth + Life + Sun,たんじょうび
誕生,birth,Birth + Life,たんじょう
脱ぐ,"to take off (clothes, shoes, etc.)",Undress,ぬ
抜ける,to come out,Extract,ぬ
脱線,derailment,Undress + Line,だっせん
脱税,tax evasion,Undress + Tax,だつぜい
脱走,escape,Undress + Run,だっそう
脱獄,escaping from prison,Undress + Prison,だつごく
脱字,omitted character,Undress + Letter,だつじ
逸脱,deviation,Deviate + Undress,いつだつ
脱衣,undressing,Undress + Clothes,だつい
提案,proposal,Present + Plan,ていあん
提出,presentation (of documents),Present + Exit,ていしゅつ
提供,offer,Present + Servant,ていきょう
宮廷,imperial court,Shinto Shrine + Courts,きゅうてい
大統領,president (of a country),Big + Unite + Territory,だいとうりょう
伝統,tradition,Transmit + Unite,でんとう
統合,integration,Unite + Suit,とうごう
伝統的,traditional,Transmit + Unite + Target,でんとうてき
統括,unification,Unite + Fasten,とうかつ
副大統領,vice president (of a country),Vice + Big + Unite + Territory,ふくだいとうりょう
統帥,supreme command,Unite + Commander,とうすい
状況,state of affairs,Condition + Condition,じょうきょう
状態,state,Condition + Appearance,じょうたい
症状,symptoms,Symptom + Condition,しょうじょう
年賀状,New Year's card,Year + Congratulations + Condition,ねんがじょう
異状,something wrong,Differ + Condition,いじょう
紹介状,letter of introduction,Introduce + Jammed In + Condition,しょうかいじょう
地域,area,Earth + Region,ちいき
区域,area,District + Region,くいき
領域,territory,Territory + Region,りょういき
物価,prices of commodities,Thing + Value,ぶっか
価格,price,Value + Status,かかく
評価,valuation,Evaluate + Value,ひょうか
高い,high,Tall,たか
価値,value,Value + Value,かち
価値観,sense of values,Value + Value + View,かちかん
地価,the price of land,Earth + Value,ちか
貨幣価値,currency value,Freight + Cash + Value + Value,かへいかち
廉価,low price,Bargain + Value,れんか
廉価,low price,Bargain + Value,れんか
法律,law,Method + Law,ほうりつ
規律,order,Standard + Law,きりつ
旋律,melody,Rotation + Law,せんりつ
不文律,unwritten law,Not + Writing + Law,ふぶんりつ
現在,the present,Present Time + Exist,げんざい
現実,reality,Present Time + Truth,げんじつ
現象,phenomenon,Present Time + Elephant,げんしょう
現れる,to appear,Present Time,あらわ
表現,expression,Express + Present Time,ひょうげん
現場,actual spot,Present Time + Location,げんば
表す,to represent,Express,あらわ
現に,actually,Present Time,げん
収入,income,Obtain + Enter,しゅうにゅう
収穫,harvest,Obtain + Harvest,しゅうかく
吸収,absorption,Suck + Obtain,きゅうしゅう
没収,seizure,Die + Obtain,ぼっしゅう
収める,to put (into),Obtain,おさ
収まる,"to fit into (a box, frame, category, etc.)",Obtain,おさ
領収書,formal receipt (of payment,Territory + Obtain + Write,りょうしゅうしょ
収納,storage,Obtain + Supply,しゅうのう
収納,storage,Obtain + Supply,しゅうのう
贈収賄,bribery,Presents + Obtain + Bribe,ぞうしゅうわい
新幹線,Shinkansen,New + Tree Trunk + Line,しんかんせん
呼ぶ,to call out (to),Call,よ
呼ばれる,to be called out,Call,よ
呼び鈴,bell (used for summoning or signalling),Call + Buzzer,よりん
住宅,residence,Dwelling + House,じゅうたく
邸宅,(large) house,Residence + House,ていたく
自宅,one's home,Self + House,じたく
張る,to stick,Stretch,は
緊張,tension,Tense + Stretch,きんちょう
拡張,expansion,Extend + Stretch,かくちょう
威張る,to put on airs,Majesty + Stretch,いば
膨張,expansion,Swell + Stretch,ぼうちょう
誇張,exaggeration,Pride + Stretch,こちょう
頑張る,to persevere,Stubborn + Stretch,
優秀,superior,Superior + Excel,ゆうしゅう
秀でる,to excel,Excel,ひい
秀逸,excellent,Excel + Deviate,しゅういつ
革命,revolution,Leather + Fate,かくめい
改まる,to be renewed,Renew,あらた
皮革,leather,Skin + Leather,ひかく
施設,facility,Carry Out + Establish,しせつ
施行,putting in force (a law),Carry Out + Go,しこう
牛乳,(cow's) milk,Cow + Milk,ぎゅうにゅう
乳首,nipple,Milk + Neck,ちくび
哺乳瓶,baby bottle,Nurse + Milk + Bottle,ほにゅうびん
搾乳,"milking (a cow, goat, etc.)",Squeeze + Milk,さくにゅう
役割,part,Service + Divide,やくわり
割合,rate,Divide + Suit,わりあい
割れる,to break,Divide,わ
割る,to divide,Divide,わ
割引,discount,Divide + Pull,わりびき
裂く,to tear,Split,さ
割り勘,splitting the cost,Divide + Intuition,わかん
割り箸,dispensable chopsticks,Divide + Chopsticks,わばし
１割,ten percent,Divide,いちわり
割り算,division,Divide + Calculate,わざん
吸血鬼,vampire,Suck + Blood + Demon,きゅうけつき
医師,doctor,Medicine + Teacher,いし
漁師,fisherman,Fishing + Teacher,りょうし
牧師,pastor,Pasture + Teacher,ぼくし
看護師,(hospital) nurse,Watch Over + Defend + Teacher,かんごし
教師,teacher,Teach + Teacher,きょうし
講師,speaker,Lecture + Teacher,こうし
薬剤師,pharmacist,Medicine + Dose + Teacher,やくざいし
家庭教師,(home) tutor,House + Garden + Teach + Teacher,かていきょうし
猟師,hunter,Hunting + Teacher,りょうし
詐欺師,swindler,Lie + Deceit + Teacher,さぎし
元帥,(field) marshal,Origin + Commander,げんすい
師匠,master,Teacher + Artisan,ししょう
川崎,Kawasaki (city),River + Cape,かわさき
長崎,"Nagasaki (city, prefecture)",Long + Cape,ながさき
長崎県,Nagasaki Prefecture (Kyūshū),Long + Cape + Prefecture,ながさきけん
俳優,actor,Haiku + Superior,はいゆう
俳句,haiku,Haiku + Paragraph,はいく
演奏,musical performance,Perform + Play Music,えんそう
講演,lecture,Lecture + Perform,こうえん
演技,acting,Perform + Skill,えんぎ
上演,"performance (of a play, opera, etc.)",Above + Perform,じょうえん
演芸,entertainment,Perform + Acting,えんげい
演ずる,to act (a part),Perform,えん
俳優,actor,Haiku + Superior,はいゆう
優勝,overall victory,Superior + Win,ゆうしょう
優しい,tender,Superior,やさ
女優,actress,Woman + Superior,じょゆう
優秀,superior,Superior + Excel,ゆうしゅう
優れる,to be better (than),Superior,すぐ
優先,preference,Superior + Previous,ゆうせん
優雅,elegant,Superior + Elegant,ゆうが
男優,(male) actor,Man + Superior,だんゆう
悠長,leisurely,Leisure + Long,ゆうちょう
最優遇,most favourable treatment,Most + Superior + Treatment,さいゆうぐう
準備,preparation,Standard + Provide,じゅんび
基準,standard,Foundation + Standard,きじゅん
贅沢,luxury,Luxury + Swamp,ぜいたく
準備,preparation,Standard + Provide,じゅんび
備える,to furnish with,Provide,そな
法則,law,Method + Rule,ほうそく
不規則,irregular,Not + Standard + Rule,ふきそく
反則,foul,Anti + Rule,はんそく
止まる,to stop (moving),Stop,と
停電,power outage,Halt + Electricity,ていでん
止める,to stop,Stop,と
停止,stoppage,Halt + Stop,ていし
各駅停車,train that stops at every station,Each + Station + Halt + Car,かくえきていしゃ
バス停,bus stop,Halt,てい
看板,signboard,Watch Over + Board,かんばん
看護師,(hospital) nurse,Watch Over + Defend + Teacher,かんごし
保護,protection,Preserve + Defend,ほご
看護師,(hospital) nurse,Watch Over + Defend + Teacher,かんごし
守る,to protect,Protect,まも
弁護士,lawyer,Dialect + Defend + Samurai,べんごし
ゴミ箱,trash can,Box,ごみばこ
擁護,protection,Embrace + Defend,ようご
報道,report (of news),News + Road,ほうどう
指導,guidance,Finger + Lead,しどう
導く,to guide,Lead,みちび
裁縫,sewing,Judge + Sew,さいほう
裁判,trial,Judge + Judge,さいばん
裁く,to judge,Judge,さば
独裁,dictatorship,Alone + Judge,どくさい
職業,occupation,Employment + Business,しょくぎょう
職員,staff member,Employment + Member,しょくいん
組織,organization,Group + Weave,そしき
就職,finding employment,Settle In + Employment,しゅうしょく
辞職,resignation,Quit + Employment,じしょく
職場,one's post,Employment + Location,しょくば
求職,job hunting,Request + Employment,きゅうしょく
殉職,dying at one's post,Martyr + Employment,じゅんしょく
無職,without an occupation,Nothing + Employment,むしょく
無職,without an occupation,Nothing + Employment,むしょく
有職,holding a job,Have + Employment,ゆうしょく
沢山,a lot,Swamp + Mountain,たくさん
贅沢,luxury,Luxury + Swamp,ぜいたく
基準,standard,Foundation + Standard,きじゅん
規律,order,Standard + Law,きりつ
不規則,irregular,Not + Standard + Rule,ふきそく
規模,scale,Standard + Imitation,きぼ
大規模,large-scale,Big + Standard + Imitation,だいきぼ
法規,laws and regulations,Method + Standard,ほうき
小規模,small scale,Small + Standard + Imitation,しょうきぼ
血管,blood vessel,Blood + Pipe,けっかん
管理,control,Pipe + Reason,かんり
管轄,jurisdiction,Pipe + Control,かんかつ
管弦楽団,orchestra,Pipe + Chord + Comfort + Group,かんげんがくだん
管理人,administrator,Pipe + Reason + Person,かんりにん
管制塔,control tower,Pipe + Control + Tower,かんせいとう
管弦楽,orchestral music,Pipe + Chord + Comfort,かんげんがく
管弦楽,orchestral music,Pipe + Chord + Comfort,かんげんがく
述べる,to state,Mention,の
記述,description,Write Down + Mention,きじゅつ
陳述,statement,Exhibit + Mention,ちんじゅつ
上述,above-mentioned,Above + Mention,じょうじゅつ
叙述,description,Describe + Mention,じょじゅつ
武器,weapon,Military + Container,ぶき
武士,samurai,Military + Samurai,ぶし
武装,arms,Military + Attire,ぶそう
武道,martial arts,Military + Road,ぶどう
国境,border (between countries),Country + Boundary,こっきょう
環境,environment,Loop + Boundary,かんきょう
境界,boundary,Boundary + World,きょうかい
境遇,one's circumstances,Boundary + Treatment,きょうぐう
質問,question,Quality + Problem,しつもん
品質,quality (of a product or a service),Product + Quality,ひんしつ
本質,essence,Book + Quality,ほんしつ
良質,good quality,Good + Quality,りょうしつ
特質,characteristic,Special + Quality,とくしつ
指輪,(finger) ring,Finger + Wheel,ゆびわ
環境,environment,Loop + Boundary,かんきょう
循環,circulation,Circulation + Loop,じゅんかん
悪循環,vicious circle,Bad + Circulation + Loop,あくじゅんかん
循環器,circulatory organ,Circulation + Loop + Container,じゅんかんき
循環器,circulatory organ,Circulation + Loop + Container,じゅんかんき
環礁,atoll,Loop + Reef,かんしょう
祝日,national holiday,Celebrate + Sun,しゅくじつ
祝う,to celebrate,Celebrate,いわ
お祝い,congratulation,Celebrate,いわ
祝儀,celebration,Celebrate + Ceremony,しゅうぎ
慶祝,congratulation,Congratulate + Celebrate,けいしゅく
販売,sale,Sell + Sell,はんばい
通販,online shopping,Pass Through + Sell,つうはん
自販機,vending machine,Self + Sell + Machine,じはんき
触る,to touch,Touch,さわ
触れる,to touch,Touch,ふ
感触,feel (of something),Feeling + Touch,かんしょく
触媒,catalyst,Touch + Mediator,しょくばい
肌触り,feel,Skin + Touch,はだざわ
触角,feeler,Touch + Angle,しょっかく
狭い,narrow,Narrow,せま
狭める,to narrow,Narrow,せば
偏狭,narrow-mindedness,Biased + Narrow,へんきょう
輸入,import,Transport + Enter,ゆにゅう
輸出,export,Transport + Exit,ゆしゅつ
輸血,blood transfusion,Transport + Blood,ゆけつ
輸送,transport,Transport + Send,ゆそう
密輸,smuggling,Secrecy + Transport,みつゆ
発展,development,Departure + Expand,はってん
展開,development,Expand + Open,てんかい
展示会,exhibition,Expand + Indicate + Meet,てんじかい
親展,confidential,Parent + Expand,しんてん
親展,confidential,Parent + Expand,しんてん
交差点,crossing,Mix + Distinction + Point,こうさてん
差別,distinction,Distinction + Separate,さべつ
差す,to shine,Distinction,さ
人差し指,index finger,Person + Distinction + Finger,ひとさゆび
時差,time difference,Time + Distinction,じさ
指差す,to point at,Finger + Distinction,ゆびさ
官庁,government office,Government + Agency,かんちょう
気象庁,(Japanese) Meteorological Agency,Energy + Elephant + Agency,きしょうちょう
庁舎,government office building,Agency + Cottage,ちょうしゃ
都庁,Tokyo Metropolitan Government (Office),Metropolis + Agency,とちょう
警察庁,National Police Agency,Warn + Guess + Agency,けいさつちょう
警視庁,Metropolitan Police Department,Warn + Look At + Agency,けいしちょう
株式,share (in a company),Stocks + Ritual,かぶしき
株式市場,stock market,Stocks + Ritual + City + Location,かぶしきしじょう
乗せる,to place on (something),Ride,の
頂戴,receiving,Summit + Receive,ちょうだい
載る,to be placed on,Publish,の
記載,mention (in a document),Write Down + Publish,きさい
掲載,publication (e.g. of an article in a newspaper),Display + Publish,けいさい
搭載,loading (on a ship),Board + Publish,とうさい
所載,printed,Place + Publish,しょさい
製品,manufactured goods,Manufacture + Product,せいひん
製造,manufacture,Manufacture + Create,せいぞう
製作,manufacture,Manufacture + Make,せいさく
木製,wooden,Tree + Manufacture,もくせい
自家製,homemade,Self + House + Manufacture,じかせい
製鋼,steel manufacture,Manufacture + Steel,せいこう
縫製,sewing (by machine),Sew + Manufacture,ほうせい
日本製,made in Japan,Sun + Book + Manufacture,にほんせい
燃料,fuel,Burn + Fee,ねんりょう
燃える,to burn,Burn,も
燃やす,to burn,Burn,も
計る,to measure,Measure,はか
大量,large quantity,Big + Quantity,たいりょう
一層,even more,One + Layer,いっそう
模型,model,Imitation + Model,もけい
髪型,hair style,Hair + Model,かみがた
血液型,blood type,Blood + Fluid + Model,けつえきがた
典型的,typical,Rule + Model + Target,てんけいてき
原型,prototype,Original + Model,げんけい
届ける,to deliver,Deliver,とど
届く,to reach,Deliver,とど
担当,being in charge (of an area of responsibility),Carry + Correct,たんとう
担ぐ,to shoulder,Carry,かつ
負担,burden,Lose + Carry,ふたん
担う,to carry on one's shoulder,Carry,にな
担架,stretcher,Carry + Shelf,たんか
見る,to see,See,み
見える,to be seen,See,み
視覚,(sense of) sight,Look At + Memorize,しかく
近視,myopia,Near + Look At,きんし
無視,disregarding,Nothing + Look At,むし
監視,monitoring,Oversee + Look At,かんし
見つめる,to stare (at),See,み
凝視,stare,Congeal + Look At,ぎょうし
警視庁,Metropolitan Police Department,Warn + Look At + Agency,けいしちょう
脇見,looking from the side,Armpit + See,わきみ
腰抜け,coward,Waist + Extract,こしぬ
多額,large (amount of money),Many + Amount,たがく
全額,total,All + Amount,ぜんがく
半額,half the amount (of money),Half + Amount,はんがく
年額,yearly amount,Year + Amount,ねんがく
月額,monthly sum,Moon + Amount,げつがく
残額,remaining amount,Remainder + Amount,ざんがく
定額,fixed amount (of money),Determine + Amount,ていがく
子供,child,Child + Servant,こども
供給,supply,Servant + Salary,きょうきゅう
提供,offer,Present + Servant,ていきょう
供える,to offer,Servant,そな
節句,seasonal festival,Season + Paragraph,せっく
違う,to differ (from),Different,ちが
間違える,to make a mistake (in),Interval + Different,まちが
間違い,mistake,Interval + Different,まちが
違い,difference,Different,ちが
違反,violation,Different + Anti,いはん
勘違い,misunderstanding,Intuition + Different,かんちが
気違い,madness,Energy + Different,きちが
大間違い,great mistake,Big + Interval + Different,おおまちが
大間違い,great mistake,Big + Interval + Different,おおまちが
大違い,great difference,Big + Different,おおちが
腕時計,wristwatch,Arm + Time + Measure,うでどけい
両腕,both arms,Both + Arm,りょううで
左腕,left arm,Left + Arm,さわん
右腕,right arm,Right + Arm,みぎうで
対象,target,Versus + Elephant,たいしょう
現象,phenomenon,Present Time + Elephant,げんしょう
将棋,shogi,Commander + Chess Piece,しょうぎ
気象,weather (conditions),Energy + Elephant,きしょう
象徴,symbol (of something abstract),Elephant + Indication,しょうちょう
気象庁,(Japanese) Meteorological Agency,Energy + Elephant + Agency,きしょうちょう
象牙,ivory,Elephant + Fang,ぞうげ
第一印象,first impression,Ordinal Number Prefix + One + Seal + Elephant,だいいちいんしょう
抽象,abstraction,Pluck + Elephant,ちゅうしょう
撮影,photography (still or motion),Photograph + Shadow,さつえい
影響,influence,Shadow + Echo,えいきょう
悪影響,bad influence,Bad + Shadow + Echo,あくえいきょう
給与,pay,Salary + Give,きゅうよ
与える,to give (esp. to someone of lower status),Give,あた
寄与,contribution,Approach + Give,きよ
猶予,postponement,Still + Beforehand,ゆうよ
渡す,to ferry across (e.g. a river),Transit,わた
渡る,to cross over,Transit,わた
見渡す,to look out over,See + Transit,みわた
手渡す,to hand (over),Hand + Transit,てわた
訴える,to raise,Sue,うった
訴訟,lawsuit,Sue + Lawsuit,そしょう
告訴,accusation,Announce + Sue,こくそ
起訴猶予,suspension of indictment,Wake Up + Sue + Still + Beforehand,きそゆうよ
逮捕,arrest,Apprehend + Catch,たいほ
捕虜,prisoner (of war),Catch + Captive,ほりょ
捕鯨,whaling,Catch + Whale,ほげい
捕まる,to be caught,Catch,つか
捉える,to catch,,とら
捕獲,capture,Catch + Seize,ほかく
抽出,extraction,Pluck + Exit,ちゅうしゅつ
太る,to put on weight,Fat,ふと
肥満,corpulence,Obese + Full,ひまん
肥料,manure,Obese + Fee,ひりょう
絞る,"to wring (towel, rag)",Strangle,しぼ
絞殺,strangling (to death),Strangle + Kill,こうさつ
結構,splendid,Bind + Set Up,けっこう
構う,to mind,Set Up,かま
構成,composition,Set Up + Become,こうせい
構造,structure,Set Up + Create,こうぞう
構える,"to set up (a house, store, etc.)",Set Up,かま
構え,structure,Set Up,かま
巻く,to wind,Scroll,ま
渦巻き,whirlpool,Whirlpool + Scroll,うずま
竜巻,tornado,Dragon + Scroll,たつまき
鉢巻,headband,Bowl + Scroll,はちまき
襟巻き,scarf (esp. one worn for warmth),Collar + Scroll,えりま
巻尺,tape measure,Scroll + Shaku,まきじゃく
春巻き,spring roll,Spring + Scroll,はるま
上巻,first volume (in a two or three-volume set),Above + Scroll,じょうかん
下巻,second volume (in a two-volume set),Below + Scroll,げかん
上巻,first volume (in a two or three-volume set),Above + Scroll,じょうかん
下巻,second volume (in a two-volume set),Below + Scroll,げかん
満月,full moon,Full + Moon,まんげつ
満足,satisfaction,Full + Foot,まんぞく
満点,perfect score,Full + Point,まんてん
満員,full house,Full + Member,まんいん
肥満,corpulence,Obese + Full,ひまん
満潮,high tide,Full + Tide,まんちょう
満悦,great delight,Full + Delight,まんえつ
豊満,stout,Plentiful + Full,ほうまん
反響,echo,Anti + Echo,はんきょう
影響,influence,Shadow + Echo,えいきょう
悪影響,bad influence,Bad + Shadow + Echo,あくえいきょう
響く,to resound,Echo,ひび
豊か,abundant,Plentiful,ゆた
豊満,stout,Plentiful + Full,ほうまん
含む,to contain,Include,ふく
含意,implication,Include + Idea,がんい
補う,to supplement,Supplement,おぎな
補充,replenishment,Supplement + Allocate,ほじゅう
補佐,aid,Supplement + Help,ほさ
候補者,candidate,Climate + Supplement + Someone,こうほしゃ
投票,voting,Throw + Ballot,とうひょう
気候,climate,Energy + Climate,きこう
天候,weather,Heaven + Climate,てんこう
兆候,sign,Omen + Climate,ちょうこう
候補者,candidate,Climate + Supplement + Someone,こうほしゃ
時候,season,Time + Climate,じこう
探す,to search for,Look For,さが
捜索,search (esp. for someone or something missing),Search + Search,そうさく
捜査,search (esp. in criminal investigations),Search + Inspect,そうさ
習慣,habit,Learn + Accustomed,しゅうかん
慣れる,to get used to,Accustomed,な
金属,metal,Gold + Belong,きんぞく
所属,"belonging to (a group, organization, etc.)",Place + Belong,しょぞく
嘱託,commission,Request + Consign,しょくたく
新鮮,fresh,New + Fresh,しんせん
鮮やか,vivid,Fresh,あざ
鮮魚,fresh fish,Fresh + Fish,せんぎょ
訴訟,lawsuit,Sue + Lawsuit,そしょう
抜く,to pull out,Extract,ぬ
抜ける,to come out,Extract,ぬ
間抜け,stupid,Interval + Extract,まぬ
見抜く,to see through,See + Extract,みぬ
抜き出す,to pick out,Extract + Exit,ぬだ
腰抜け,coward,Waist + Extract,こしぬ
栓抜き,bottle opener,Cork + Extract,せんぬ
逮捕,arrest,Apprehend + Catch,たいほ
索引,index (in a book),Search + Pull,さくいん
隠す,to hide,Hide,かく
隠れる,to hide,Hide,かく
陰謀,plot,Shade + Conspire,いんぼう
隠居,retirement (from work),Hide + Alive,いんきょ
隠匿,concealment (esp. of wrongdoings or criminals),Hide + Hide,いんとく
効果,effect,Effective + Fruit,こうか
効く,to be effective,Effective,き
効力,effect,Effective + Power,こうりょく
効率,efficiency,Effective + Percent,こうりつ
効果的,effective,Effective + Fruit + Target,こうかてき
逆効果,opposite effect,Reverse + Effective + Fruit,ぎゃくこうか
甲斐,result (that makes an act worthwhile),Turtle Shell + Patterned,
即効,immediate effect,Instant + Effective,そっこう
居間,living room (Western style),Alive + Interval,いま
居る,to be (of animate objects),Alive,い
居眠り,nodding off (while sitting),Alive + Sleep,いねむ
居酒屋,izakaya,Alive + Alcohol + Roof,いざかや
隠居,retirement (from work),Hide + Alive,いんきょ
景色,scenery,Scene + Color,けしき
光景,scene,Sunlight + Scene,こうけい
背景,background,Back + Scene,はいけい
景観,scenery,Scene + View,けいかん
全景,panoramic view,All + Scene,ぜんけい
絶景,superb view,Extinction + Scene,ぜっけい
景況,situation,Scene + Condition,けいきょう
前景,foreground,Before + Scene,ぜんけい
無限,infinity,Nothing + Limit,むげん
限る,to restrict,Limit,かぎ
限界,limit,Limit + World,げんかい
期限,term,Period Of Time + Limit,きげん
限度,limit,Limit + Degrees,げんど
限定,limit,Limit + Determine,げんてい
時限,(school) period,Time + Limit,じげん
先輩,senior (at work or school),Previous + Comrade,せんぱい
後輩,"junior (at work, school, etc.)",Behind + Comrade,こうはい
年配,(approximate) age,Year + Distribute,ねんぱい
我輩,I,I + Comrade,わがはい
状況,state of affairs,Condition + Condition,じょうきょう
不況,(economic) depression,Not + Condition,ふきょう
景況,situation,Scene + Condition,けいきょう
掛ける,"to hang up (e.g. a coat, a picture on the wall)",Hang,か
出かける,to go out (e.g. on an excursion or outing),Exit,で
掛かる,"to take (a resource, e.g. time or money)",Hang,か
掛け算,multiplication,Hang + Calculate,かざん
手がかり,clue,Hand,て
代わり,substitute,Substitute,か
替える,to replace,Replace,か
両替,change,Both + Replace,りょうがえ
替わる,to succeed,Replace,か
着替え,changing clothes,Wear + Replace,きが
模様,pattern,Imitation + Formal Name Title,もよう
模型,model,Imitation + Model,もけい
規模,scale,Standard + Imitation,きぼ
模範,exemplar,Imitation + Example,もはん
大規模,large-scale,Big + Standard + Imitation,だいきぼ
模擬,imitation,Imitation + Imitate,もぎ
小規模,small scale,Small + Standard + Imitation,しょうきぼ
従う,"to obey (an order, law, etc.)",Obey,したが
従兄弟,cousin (male),Obey + Older Brother + Younger Brother,いとこ
従来,up to now,Obey + Come,じゅうらい
従順,obedient,Obey + Order,じゅうじゅん
従業,employment,Obey + Business,じゅうぎょう
特徴,feature,Special + Indication,とくちょう
象徴,symbol (of something abstract),Elephant + Indication,しょうちょう
前兆,omen,Before + Omen,ぜんちょう
兆候,sign,Omen + Climate,ちょうこう
怪獣,monster,Suspicious + Beast,かいじゅう
怪しい,suspicious,Suspicious,あや
怪物,monster,Suspicious + Thing,かいぶつ
怪談,ghost story,Suspicious + Discuss,かいだん
怪事件,mystery case,Suspicious + Action + Matter,かいじけん
怪事件,mystery case,Suspicious + Action + Matter,かいじけん
我慢,endurance,I + Ridicule,がまん
我々,we,I + Repeater,われわれ
無我夢中,losing oneself (in),Nothing + I + Dream + Middle,むがむちゅう
我輩,I,I + Comrade,わがはい
無我,selflessness,Nothing + I,むが
衝突,collision,Collide + Stab,しょうとつ
突然,abrupt,Stab + Nature,とつぜん
突く,to prick,Stab,つ
突如,suddenly,Stab + Likeness,とつじょ
唐突,abrupt,China + Stab,とうとつ
針金,wire,Needle + Gold,はりがね
羅針盤,compass,Spread Out + Needle + Tray,らしんばん
運河,(navigable) canal,Carry + River,うんが
氷河,glacier,Ice + River,ひょうが
